student_id,gender,age,department,course,historical_grade,previous_grade,assignment_score,quiz_score,midterm_score,attendance_percentage,lms_login_count,lms_activity_count,study_hours,performance_status
S4175,Female,26,Engineering,CS201,70.2,75.2,50.7,47.3,51.4,91.1,40,40,11.7,PASS
S4176,Female,24,Mathematics,CS101,59.8,70.8,72.2,42.0,28.7,77.7,32,76,9.9,FAIL
S4177,Female,23,Mathematics,PHY101,49.4,44.3,36.2,62.8,43.6,58.2,46,50,13.0,PASS
S4178,Female,23,Mathematics,ENG101,96.2,91.6,76.9,96.0,38.7,85.9,51,82,26.3,PASS
S4179,Male,18,Computer Science,MATH101,93.4,78.4,68.3,76.1,60.0,82.6,57,100,17.3,PASS
S4180,Male,22,Computer Science,CS201,56.4,48.6,70.2,73.9,27.5,78.7,39,56,15.3,PASS
S4181,Male,27,Business,CS101,70.1,64.7,74.6,54.0,41.2,82.6,50,70,12.7,PASS
S4182,Female,20,Engineering,MATH101,57.3,52.8,66.1,33.4,41.6,82.1,42,102,11.7,PASS
S4183,Female,24,Physics,ENG101,84.6,81.9,60.2,76.5,61.8,71.4,44,95,14.6,PASS
S4184,Male,27,Business,CS201,47.2,50.1,53.8,52.9,29.6,55.3,45,78,9.9,FAIL
S4185,Male,20,Physics,PHY101,46.0,48.6,47.3,57.0,25.0,69.4,39,83,12.3,FAIL
S4186,Female,22,Computer Science,CS201,90.1,87.5,76.9,62.1,33.4,76.6,46,95,13.4,PASS
S4187,Male,24,Mathematics,PHY101,69.0,69.1,76.3,56.2,22.7,82.6,27,99,15.0,PASS
S4188,Female,20,Engineering,CS101,99.7,92.9,95.5,53.1,28.9,90.6,55,109,13.6,PASS
S4189,Female,27,Physics,CS101,63.5,60.7,51.9,64.4,40.1,66.6,55,66,13.1,PASS
S4190,Female,19,Computer Science,ENG101,56.0,49.6,50.6,53.0,44.7,79.6,44,84,9.7,PASS
S4191,Female,23,Engineering,PHY101,100.0,96.3,83.0,66.8,31.4,96.9,53,77,24.2,PASS
S4192,Female,25,Mathematics,CS201,75.1,84.4,98.2,73.4,57.7,98.6,37,46,16.8,PASS
S4193,Male,21,Engineering,CS101,86.8,87.5,62.2,68.7,68.8,74.7,33,113,17.4,PASS
S4194,Female,26,Engineering,CS201,81.5,78.6,82.5,62.6,51.1,82.4,52,89,13.1,PASS
S4195,Female,29,Physics,ENG101,63.9,66.3,71.1,67.7,56.8,73.2,42,98,14.5,PASS
S4196,Male,29,Engineering,PHY101,79.7,77.7,51.4,70.8,47.3,100.0,35,89,16.1,PASS
S4197,Male,25,Business,CS201,85.0,93.4,67.9,61.2,35.9,67.9,43,102,18.5,PASS
S4198,Male,24,Computer Science,MATH101,94.0,95.8,86.2,65.8,52.5,95.7,46,116,18.4,PASS
S4199,Male,24,Mathematics,CS201,62.7,56.8,81.8,46.1,56.8,74.7,43,59,12.1,PASS
S4200,Female,20,Business,BUS101,86.3,92.9,80.0,63.6,44.4,75.8,46,100,17.9,PASS
S4201,Female,23,Engineering,BUS101,62.1,65.2,47.6,66.3,42.3,76.6,48,91,9.9,PASS
S4202,Male,22,Computer Science,ENG101,100.0,100.0,100.0,93.0,66.5,92.1,60,109,11.7,PASS
S4203,Male,18,Business,ENG101,60.6,64.7,55.7,62.0,50.4,59.4,42,57,11.3,PASS
S4204,Female,28,Computer Science,ENG101,55.2,58.9,33.8,65.3,10.8,73.9,20,77,9.0,FAIL
S4205,Male,20,Computer Science,MATH101,100.0,100.0,100.0,100.0,76.6,86.9,56,111,23.5,PASS
S4206,Male,29,Business,PHY101,64.3,63.5,44.2,53.0,27.2,63.4,45,92,18.5,PASS
S4207,Female,18,Computer Science,MATH101,68.4,72.9,60.2,67.8,59.2,88.8,47,111,17.4,PASS
S4208,Female,21,Computer Science,CS201,50.0,49.1,59.5,59.4,25.6,64.9,47,84,12.1,PASS
S4209,Male,27,Business,CS101,79.4,86.1,71.5,60.5,43.4,96.4,53,79,13.9,PASS
S4210,Male,20,Computer Science,PHY101,91.8,94.3,76.4,74.2,64.3,81.8,51,111,18.7,PASS
S4211,Male,28,Engineering,BUS101,69.3,70.2,74.9,88.9,57.2,59.3,25,99,12.5,PASS
S4212,Female,21,Computer Science,BUS101,52.6,55.7,43.6,49.6,25.9,90.8,41,61,10.5,PASS
S4213,Female,26,Business,BUS101,66.8,67.6,64.9,64.9,36.7,67.6,47,122,12.6,PASS
S4214,Male,20,Business,CS201,96.3,100.0,79.8,60.6,50.5,82.8,60,137,21.9,PASS
S4215,Female,29,Business,CS201,86.7,91.4,74.2,77.3,45.1,78.8,57,85,17.1,PASS
S4216,Female,23,Computer Science,ENG101,70.0,70.4,58.8,52.9,48.0,75.5,52,62,7.7,PASS
S4217,Male,23,Computer Science,CS101,70.2,53.9,58.8,63.5,41.0,82.7,35,68,12.9,PASS
S4218,Male,24,Computer Science,ENG101,57.9,62.2,64.4,36.5,49.9,89.0,39,60,13.3,PASS
S4219,Female,26,Engineering,CS201,67.6,69.7,53.5,44.2,32.2,60.1,25,62,15.5,PASS
S4220,Male,29,Physics,MATH101,28.2,40.3,31.8,18.0,25.9,66.5,21,54,4.6,FAIL
S4221,Male,24,Computer Science,ENG101,74.1,67.6,73.5,82.8,53.0,92.6,45,69,18.0,PASS
S4222,Female,18,Computer Science,PHY101,69.5,68.5,62.7,52.4,38.4,81.3,38,109,18.4,PASS
S4223,Female,25,Computer Science,CS201,77.6,69.8,56.8,64.2,43.5,86.2,42,63,17.9,PASS
S4224,Female,22,Business,CS201,25.7,22.0,22.5,15.4,21.3,78.3,40,68,9.0,FAIL
S4225,Female,26,Business,MATH101,83.5,91.3,74.2,65.4,41.8,69.7,24,87,19.1,PASS
S4226,Female,27,Business,MATH101,71.4,63.1,56.0,35.2,38.5,83.1,49,92,16.8,PASS
S4227,Male,29,Mathematics,MATH101,26.5,19.6,58.5,28.3,0.3,76.1,41,61,6.1,FAIL
S4228,Female,22,Engineering,CS101,82.1,85.0,65.6,76.7,38.3,89.1,48,93,20.2,PASS
S4229,Male,22,Computer Science,PHY101,57.7,58.7,56.3,51.4,22.2,71.4,39,98,16.9,PASS
S4230,Male,29,Computer Science,CS201,65.6,63.9,56.0,52.9,28.1,61.7,48,74,9.6,PASS
S4231,Female,29,Business,MATH101,100.0,87.2,84.9,47.1,38.9,92.9,53,76,15.5,PASS
S4232,Female,19,Business,CS101,87.7,94.1,73.0,86.9,32.8,80.6,43,93,18.8,PASS
S4233,Male,29,Engineering,BUS101,100.0,98.8,100.0,90.1,70.4,95.9,60,88,20.9,PASS
S4234,Female,28,Business,PHY101,62.0,56.9,39.8,63.7,35.5,70.6,27,86,17.0,PASS
S4235,Male,20,Business,BUS101,77.8,79.4,62.2,56.0,61.6,97.1,40,78,19.4,PASS
S4236,Male,27,Mathematics,BUS101,90.7,97.0,85.4,57.2,67.0,97.6,44,83,20.2,PASS
S4237,Male,26,Business,CS201,72.8,71.4,50.5,70.0,38.1,69.3,41,106,15.7,PASS
S4238,Female,24,Mathematics,CS101,92.4,89.1,100.0,81.6,44.3,100.0,45,129,16.0,PASS
S4239,Female,18,Computer Science,CS101,70.7,70.9,77.7,64.9,44.2,67.8,28,71,18.3,PASS
S4240,Male,20,Business,BUS101,36.6,38.5,49.2,35.3,16.6,77.0,38,69,12.5,FAIL
S4241,Female,29,Physics,PHY101,60.4,62.8,50.7,61.5,43.9,75.6,45,74,16.8,PASS
S4242,Male,19,Engineering,ENG101,64.7,63.5,54.6,32.1,15.0,78.1,36,87,10.8,PASS
S4243,Female,18,Mathematics,BUS101,64.8,70.9,61.4,68.7,42.9,90.4,45,77,18.1,PASS
S4244,Male,26,Business,CS201,77.1,72.7,71.5,58.0,65.3,86.7,55,99,19.8,PASS
S4245,Male,25,Computer Science,BUS101,79.9,79.1,66.0,64.6,43.2,71.5,43,74,14.1,PASS
S4246,Female,22,Business,PHY101,84.2,83.3,66.9,95.9,57.9,80.0,52,111,18.2,PASS
S4247,Male,28,Computer Science,PHY101,57.1,49.4,80.9,60.6,19.5,81.9,35,76,14.9,PASS
S4248,Male,29,Physics,BUS101,70.9,72.7,65.8,59.1,35.3,92.0,47,112,18.5,PASS
S4249,Female,19,Mathematics,CS101,73.9,74.3,75.2,50.9,33.8,90.7,59,114,15.6,PASS
S4250,Female,18,Computer Science,BUS101,90.5,89.5,85.7,67.9,72.7,85.1,54,99,17.7,PASS
S4251,Male,24,Computer Science,MATH101,72.6,75.1,65.9,56.0,67.1,78.2,40,80,15.8,PASS
S4252,Male,28,Business,MATH101,55.5,54.5,60.7,52.9,27.4,96.6,37,68,10.5,PASS
S4253,Male,28,Engineering,ENG101,70.5,77.5,64.7,59.9,57.9,90.2,37,92,15.6,PASS
S4254,Male,19,Computer Science,CS201,73.3,75.7,58.5,53.4,51.0,80.1,42,94,17.6,PASS
S4255,Male,18,Engineering,CS201,46.7,48.6,51.1,48.1,23.4,74.3,29,67,13.9,FAIL
S4256,Female,19,Engineering,CS101,80.1,76.8,95.8,70.3,67.2,73.5,44,77,16.2,PASS
S4257,Female,24,Computer Science,CS201,66.8,57.4,65.0,57.9,33.1,76.7,25,67,17.0,PASS
S4258,Male,24,Mathematics,ENG101,86.1,90.1,99.1,100.0,43.9,80.0,42,110,18.4,PASS
S4259,Male,27,Physics,MATH101,79.3,69.8,69.4,86.5,35.3,80.0,43,72,16.9,PASS
S4260,Male,23,Mathematics,CS101,48.7,47.4,71.6,56.3,39.9,85.7,47,64,18.2,PASS
S4261,Male,22,Mathematics,PHY101,61.3,65.7,47.7,46.3,25.3,65.6,46,82,15.0,PASS
S4262,Female,20,Computer Science,MATH101,46.8,42.5,49.0,51.8,26.3,72.1,34,86,11.6,PASS
S4263,Male,29,Computer Science,ENG101,75.9,73.6,67.6,56.2,41.4,73.3,33,92,16.8,PASS
S4264,Male,20,Computer Science,CS101,52.0,45.0,57.5,44.8,24.9,78.2,35,59,12.8,PASS
S4265,Female,28,Mathematics,BUS101,41.4,36.8,30.9,38.0,22.1,85.9,30,63,10.6,FAIL
S4266,Male,29,Physics,CS201,44.7,40.7,51.1,35.5,21.8,80.5,28,61,13.8,FAIL
S4267,Female,26,Business,ENG101,61.0,58.7,54.4,41.2,55.6,80.5,45,96,14.4,PASS
S4268,Male,21,Mathematics,CS101,84.7,85.4,67.5,57.8,56.1,95.5,41,104,20.9,PASS
S4269,Female,26,Business,MATH101,66.5,67.6,53.4,86.6,41.0,88.9,38,65,14.6,PASS
S4270,Female,21,Engineering,CS101,78.6,85.8,75.5,71.5,42.2,79.3,32,86,21.9,PASS
S4271,Female,19,Engineering,BUS101,53.0,50.6,53.1,30.2,16.8,58.8,37,80,12.9,FAIL
S4272,Female,21,Computer Science,ENG101,86.4,89.2,70.1,59.1,44.3,97.6,53,71,18.1,PASS
S4273,Male,23,Computer Science,CS101,91.3,88.1,83.1,83.0,54.5,75.6,42,111,17.1,PASS
S4274,Male,23,Business,PHY101,63.5,71.9,51.1,55.9,37.3,67.4,48,85,15.6,PASS
S4275,Female,22,Engineering,ENG101,75.1,75.7,50.0,69.6,46.9,79.9,50,98,22.3,PASS
S4276,Female,18,Business,ENG101,64.5,63.5,68.6,46.6,56.3,73.5,37,60,14.8,PASS
S4277,Male,20,Business,MATH101,67.4,63.5,60.5,56.0,35.1,68.5,51,84,17.6,PASS
S4278,Male,22,Computer Science,CS201,91.3,95.9,74.0,63.7,71.7,86.5,57,94,18.2,PASS
S4279,Male,23,Engineering,PHY101,81.7,82.4,67.7,58.3,46.6,81.6,50,77,9.9,PASS
S4280,Male,18,Engineering,BUS101,70.6,71.6,60.4,49.8,44.7,86.0,58,81,20.5,PASS
S4281,Male,26,Engineering,CS101,73.7,68.5,60.9,58.3,43.1,82.3,50,100,17.6,PASS
S4282,Female,20,Mathematics,CS201,64.9,60.9,58.2,64.1,54.9,82.7,49,69,22.5,PASS
S4283,Male,27,Engineering,MATH101,63.3,54.5,52.5,19.0,27.9,77.5,39,82,14.9,FAIL
S4284,Male,20,Business,CS201,63.8,61.3,69.6,51.7,47.8,82.5,32,105,14.0,PASS
S4285,Female,28,Mathematics,ENG101,85.3,82.9,76.0,59.9,72.1,81.4,40,67,17.7,PASS
S4286,Female,19,Mathematics,ENG101,95.7,89.0,71.8,72.1,56.2,87.4,49,97,21.5,PASS
S4287,Female,25,Mathematics,BUS101,54.9,54.6,51.8,60.7,0.0,68.0,43,68,12.7,FAIL
S4288,Female,20,Computer Science,PHY101,60.4,58.6,43.6,54.5,22.8,69.4,37,88,12.7,PASS
S4289,Male,23,Computer Science,CS101,40.0,36.4,36.2,56.9,18.8,72.5,39,66,8.8,FAIL
S4290,Female,19,Computer Science,CS101,65.1,60.8,54.5,39.0,43.8,97.9,25,97,14.9,PASS
S4291,Female,24,Computer Science,MATH101,67.9,68.8,77.4,86.1,56.6,84.7,33,91,18.0,PASS
S4292,Male,21,Physics,BUS101,61.3,57.4,45.9,54.0,35.5,73.5,34,84,15.2,PASS
S4293,Female,26,Business,CS101,64.1,72.3,70.9,41.0,33.2,64.5,32,94,15.1,PASS
S4294,Female,27,Computer Science,PHY101,55.9,55.0,58.7,54.8,41.5,83.9,42,75,13.1,PASS
S4295,Male,26,Computer Science,ENG101,61.5,66.1,49.8,51.2,34.9,89.9,38,72,11.2,PASS
S4296,Male,24,Computer Science,BUS101,42.2,36.5,37.5,66.6,25.7,77.8,27,74,12.7,FAIL
S4297,Male,29,Business,CS201,81.0,80.2,72.5,81.9,42.8,88.9,49,85,15.3,PASS
S4298,Male,25,Business,BUS101,66.8,62.0,86.1,74.3,59.7,65.9,53,66,15.6,PASS
S4299,Male,20,Mathematics,BUS101,79.6,81.7,64.9,28.8,50.0,85.1,49,74,20.6,PASS
S4300,Female,28,Physics,PHY101,92.5,92.2,79.2,61.3,69.6,81.8,43,77,18.2,PASS
S4301,Male,22,Computer Science,PHY101,82.8,92.7,68.8,78.6,54.2,91.0,47,91,14.5,PASS
S4302,Female,19,Engineering,CS101,43.9,42.0,47.3,54.8,39.8,62.4,28,72,13.5,PASS
S4303,Female,27,Computer Science,MATH101,50.0,41.2,53.7,41.1,40.2,74.3,42,51,14.2,PASS
S4304,Female,24,Engineering,MATH101,43.8,43.5,47.4,36.3,36.4,80.6,35,88,8.9,FAIL
S4305,Female,25,Physics,PHY101,53.3,54.2,79.3,62.5,37.5,68.8,47,93,10.3,PASS
S4306,Male,26,Business,CS101,57.0,53.9,63.1,32.2,15.9,73.4,38,75,14.8,FAIL
S4307,Male,28,Business,CS101,75.2,71.4,52.7,41.5,26.4,91.3,44,101,19.6,PASS
S4308,Female,28,Engineering,CS101,98.8,92.8,92.0,100.0,47.0,100.0,38,93,21.8,PASS
S4309,Female,24,Computer Science,PHY101,73.2,75.6,54.9,64.1,58.1,89.2,27,63,14.5,PASS
S4310,Female,27,Computer Science,MATH101,82.4,85.4,100.0,52.4,57.2,85.5,47,89,21.6,PASS
S4311,Male,27,Engineering,CS101,95.1,100.0,78.4,59.9,53.1,82.3,36,92,18.0,PASS
S4312,Female,25,Business,PHY101,82.1,81.3,55.8,62.9,66.8,82.3,38,95,20.9,PASS
S4313,Male,29,Computer Science,CS201,83.3,84.1,67.5,69.4,62.1,91.6,48,102,21.3,PASS
S4314,Female,26,Business,CS201,97.5,96.3,94.2,60.7,64.8,84.1,46,115,21.7,PASS
S4315,Female,23,Mathematics,ENG101,68.7,82.2,59.6,48.1,49.8,76.0,32,69,13.1,PASS
S4316,Male,29,Engineering,CS201,51.2,54.3,55.8,67.6,37.8,62.5,30,105,16.4,PASS
S4317,Female,29,Business,BUS101,100.0,100.0,70.4,62.9,45.3,100.0,60,86,25.8,PASS
S4318,Male,27,Engineering,ENG101,84.1,94.6,76.0,61.4,51.1,94.9,46,92,21.2,PASS
S4319,Male,19,Business,CS201,55.4,55.1,46.5,53.8,39.8,72.6,40,84,10.2,PASS
S4320,Male,19,Mathematics,BUS101,59.0,76.7,41.3,52.4,35.0,91.3,39,76,10.2,PASS
S4321,Female,21,Physics,CS201,71.5,79.8,69.0,84.6,34.4,85.4,53,54,17.1,PASS
S4322,Female,26,Engineering,PHY101,65.2,65.1,69.6,45.7,18.5,70.4,42,64,11.3,PASS
S4323,Female,24,Engineering,BUS101,63.7,66.3,55.1,51.7,28.5,73.7,44,77,15.2,PASS
S4324,Male,19,Computer Science,CS101,56.9,57.6,59.5,51.1,45.3,67.0,24,82,13.5,PASS
S4325,Female,25,Computer Science,PHY101,28.0,31.8,41.6,34.5,23.5,71.8,28,49,6.8,FAIL
S4326,Female,28,Business,BUS101,34.5,31.6,48.3,53.4,1.7,91.9,29,74,12.9,FAIL
S4327,Male,24,Physics,PHY101,37.2,47.7,40.6,49.3,31.4,71.1,22,74,7.8,PASS
S4328,Female,26,Engineering,CS101,60.7,57.4,53.6,90.3,20.7,71.9,27,90,16.4,PASS
S4329,Male,25,Computer Science,BUS101,45.0,46.3,45.9,47.8,24.7,71.8,31,72,11.4,FAIL
S4330,Female,20,Computer Science,BUS101,45.3,47.1,60.4,52.4,36.9,90.6,55,67,11.9,FAIL
S4331,Male,18,Engineering,PHY101,69.4,67.8,62.0,38.7,37.8,88.3,33,91,15.1,PASS
S4332,Male,19,Computer Science,CS201,82.7,76.3,64.3,63.4,32.9,86.5,47,89,17.2,PASS
S4333,Male,19,Computer Science,BUS101,82.3,83.5,70.8,77.9,18.0,69.0,44,110,22.1,PASS
S4334,Female,21,Business,CS201,96.1,97.3,89.6,76.5,46.3,91.2,54,82,13.1,PASS
S4335,Male,23,Computer Science,BUS101,52.3,50.6,39.6,37.2,26.2,68.4,51,99,17.1,PASS
S4336,Male,21,Engineering,MATH101,70.3,68.8,72.6,52.2,46.9,95.0,25,94,9.4,PASS
S4337,Female,26,Mathematics,ENG101,79.9,80.6,89.2,33.8,40.7,74.2,36,90,20.3,PASS
S4338,Female,21,Computer Science,CS201,45.6,51.8,56.0,32.9,21.2,65.3,46,75,11.5,FAIL
S4339,Male,23,Business,CS201,62.3,68.2,70.5,76.1,31.2,84.4,42,82,16.0,PASS
S4340,Male,23,Business,CS101,74.1,76.5,81.3,65.0,35.9,83.0,38,86,15.6,PASS
S4341,Male,27,Business,MATH101,34.6,32.5,26.6,56.4,43.0,62.3,27,86,10.0,FAIL
S4342,Male,28,Engineering,CS101,67.4,65.7,83.2,44.1,43.5,69.2,27,106,15.4,PASS
S4343,Female,27,Engineering,MATH101,90.4,89.2,88.5,76.6,42.9,100.0,50,100,19.2,PASS
S4344,Female,18,Mathematics,MATH101,99.0,96.8,74.0,70.8,34.1,88.8,50,108,17.7,PASS
S4345,Female,25,Mathematics,PHY101,55.8,50.3,51.1,50.8,35.0,77.8,37,61,9.6,PASS
S4346,Male,29,Engineering,PHY101,95.7,91.8,75.1,65.4,74.8,89.8,45,89,11.4,PASS
S4347,Female,20,Computer Science,PHY101,38.6,41.6,68.2,36.5,29.3,53.1,33,75,10.7,FAIL
S4348,Female,23,Computer Science,BUS101,74.8,71.6,73.6,48.8,75.6,91.0,35,86,23.5,PASS
S4349,Female,20,Computer Science,CS101,73.5,73.6,56.5,58.6,37.1,75.8,37,92,11.0,PASS
S4350,Female,28,Business,ENG101,64.9,64.9,86.9,69.0,45.3,73.1,42,63,19.8,PASS
S4351,Female,19,Computer Science,MATH101,69.6,71.9,72.7,51.7,23.8,81.4,38,89,16.2,PASS
S4352,Female,22,Engineering,MATH101,87.4,84.1,76.4,55.0,31.3,65.0,47,125,18.0,PASS
S4353,Male,18,Mathematics,CS201,57.0,40.5,50.5,55.2,32.0,59.5,34,65,15.7,PASS
S4354,Female,26,Computer Science,BUS101,60.9,57.8,58.4,50.8,50.5,86.7,42,85,13.3,PASS
S4355,Female,28,Mathematics,ENG101,65.0,60.4,37.3,53.3,59.2,86.1,35,77,12.7,PASS
S4356,Female,24,Business,PHY101,42.7,32.2,45.2,43.4,26.3,64.8,35,85,6.8,FAIL
S4357,Male,20,Computer Science,MATH101,63.5,60.7,74.6,86.1,27.2,90.2,45,84,14.5,PASS
S4358,Female,21,Business,CS201,80.2,76.8,90.8,82.1,21.7,97.6,44,83,16.5,PASS
S4359,Female,23,Business,CS101,91.4,91.3,100.0,94.6,47.6,73.9,46,85,17.7,PASS
S4360,Male,20,Engineering,MATH101,71.2,73.8,77.2,69.8,42.0,84.8,38,92,18.5,PASS
S4361,Male,29,Computer Science,CS201,100.0,100.0,89.8,69.7,53.0,84.7,48,94,19.0,PASS
S4362,Female,24,Engineering,CS101,78.4,78.8,65.3,54.3,25.3,59.0,55,126,19.2,PASS
S4363,Female,23,Physics,BUS101,39.1,39.2,42.9,38.4,23.3,58.5,40,72,7.0,FAIL
S4364,Female,26,Business,PHY101,64.1,74.1,69.8,66.9,34.1,82.8,43,89,17.6,PASS
S4365,Male,29,Computer Science,CS101,76.1,69.7,82.3,54.3,51.0,73.6,39,61,20.3,PASS
S4366,Female,22,Business,MATH101,97.5,91.5,67.5,55.2,48.5,100.0,60,101,19.8,PASS
S4367,Male,21,Engineering,ENG101,65.5,68.5,70.1,61.3,34.6,81.5,54,58,14.9,PASS
S4368,Male,20,Business,CS101,68.0,74.6,60.3,45.2,40.7,100.0,26,80,17.5,PASS
S4369,Male,27,Business,ENG101,74.0,81.2,87.0,81.8,48.6,66.1,42,100,17.8,PASS
S4370,Male,18,Engineering,ENG101,47.3,38.2,72.3,44.1,22.3,91.2,36,99,10.6,PASS
S4371,Male,20,Mathematics,CS101,80.3,71.4,64.5,76.3,38.6,94.8,41,108,17.4,PASS
S4372,Male,20,Business,BUS101,79.0,78.4,74.2,68.4,33.8,82.1,32,92,23.7,PASS
S4373,Male,24,Business,CS101,69.3,72.9,40.0,68.1,42.2,95.3,34,104,13.8,PASS
S4374,Male,24,Computer Science,CS201,66.7,64.8,61.5,45.6,35.0,78.8,51,110,16.7,PASS
S4375,Male,29,Mathematics,PHY101,50.0,44.2,62.6,48.1,50.0,90.8,27,60,14.0,PASS
S4376,Male,18,Physics,ENG101,61.6,55.3,57.3,51.2,34.3,70.2,33,97,14.5,PASS
S4377,Male,20,Computer Science,PHY101,66.8,72.0,49.7,37.1,41.3,81.7,41,72,18.7,PASS
S4378,Female,25,Engineering,MATH101,70.3,75.6,63.2,70.0,52.9,80.0,41,82,20.6,PASS
S4379,Male,26,Computer Science,ENG101,43.0,46.2,47.6,45.3,38.0,60.0,29,78,16.1,FAIL
S4380,Male,24,Mathematics,MATH101,59.4,59.1,60.3,49.0,29.9,69.0,44,98,16.5,PASS
S4381,Male,24,Business,CS201,61.9,57.5,62.7,71.8,59.3,80.7,45,78,18.5,PASS
S4382,Male,29,Computer Science,CS201,45.4,35.8,58.0,58.2,52.4,71.8,27,56,8.7,PASS
S4383,Female,28,Mathematics,PHY101,50.4,42.9,59.7,86.2,25.8,78.3,25,49,7.5,PASS
S4384,Female,25,Computer Science,CS201,18.6,8.4,43.8,27.7,10.8,57.1,29,55,0.0,FAIL
S4385,Female,23,Mathematics,CS101,79.0,77.5,80.3,56.1,50.8,73.4,43,111,15.3,PASS
S4386,Female,28,Engineering,ENG101,76.9,79.2,76.5,93.1,36.4,77.5,47,81,21.5,PASS
S4387,Female,20,Engineering,MATH101,63.5,63.8,68.4,49.9,37.0,81.5,39,99,15.3,PASS
S4388,Male,18,Computer Science,PHY101,62.6,69.7,60.5,47.2,25.2,76.7,35,70,11.9,PASS
S4389,Male,24,Computer Science,PHY101,38.0,38.9,36.6,45.1,21.6,67.1,30,70,18.0,FAIL
S4390,Male,18,Business,CS201,47.6,39.4,53.4,57.7,26.2,81.0,45,78,9.6,PASS
S4391,Male,18,Business,CS201,62.9,62.2,65.2,53.3,41.8,83.3,33,93,11.8,PASS
S4392,Female,26,Computer Science,MATH101,100.0,99.5,88.4,93.5,65.9,94.5,48,84,18.1,PASS
S4393,Female,27,Computer Science,ENG101,62.6,65.1,59.7,51.5,36.5,78.0,28,77,16.9,PASS
S4394,Male,24,Computer Science,ENG101,81.3,85.5,81.9,86.7,63.8,77.2,32,107,13.4,PASS
S4395,Female,28,Business,PHY101,57.2,59.6,66.2,49.0,22.6,64.6,27,58,15.1,PASS
S4396,Female,21,Business,MATH101,87.5,85.0,81.0,59.1,47.4,83.0,32,104,14.6,PASS
S4397,Male,23,Computer Science,PHY101,71.9,78.8,49.5,59.1,34.3,82.7,32,67,17.3,PASS
S4398,Male,18,Business,BUS101,37.7,41.8,31.7,15.9,40.4,80.0,35,66,12.6,FAIL
S4399,Male,24,Computer Science,ENG101,86.4,73.4,84.3,46.6,49.2,83.0,51,94,16.3,PASS
S4400,Male,29,Physics,MATH101,53.7,57.5,61.2,59.3,29.8,64.3,26,67,12.3,PASS
S4401,Male,23,Physics,MATH101,42.3,37.9,38.0,37.7,40.8,59.1,23,83,5.1,FAIL
S4402,Male,21,Business,PHY101,82.3,73.5,73.9,48.3,30.8,86.8,44,93,18.3,PASS
S4403,Male,24,Physics,CS201,67.3,68.6,44.6,43.9,27.8,88.2,59,93,14.7,PASS
S4404,Male,20,Mathematics,MATH101,47.7,59.3,49.0,52.6,26.8,61.1,29,64,8.9,PASS
S4405,Female,18,Mathematics,PHY101,84.2,83.9,90.9,61.8,43.5,96.8,43,112,22.2,PASS
S4406,Female,21,Business,CS101,58.7,57.2,56.6,24.5,45.6,66.1,48,91,14.2,FAIL
S4407,Female,20,Engineering,CS201,35.1,35.6,46.8,43.7,3.8,63.4,40,65,9.8,FAIL
S4408,Male,18,Computer Science,CS201,59.5,71.4,50.1,59.7,42.7,88.1,44,62,18.1,PASS
S4409,Male,19,Engineering,ENG101,100.0,98.6,96.7,91.1,47.9,85.2,58,120,14.2,PASS
S4410,Female,28,Business,BUS101,71.5,76.4,67.8,73.4,46.0,80.0,51,71,13.1,PASS
S4411,Male,22,Computer Science,ENG101,64.7,62.7,50.9,51.7,49.4,83.4,35,89,13.5,PASS
S4412,Male,25,Computer Science,CS101,73.8,70.9,75.2,87.8,66.7,94.1,46,88,10.2,PASS
S4413,Female,18,Engineering,PHY101,77.5,84.6,59.3,54.0,28.5,82.4,40,88,15.5,PASS
S4414,Female,21,Computer Science,CS201,53.2,47.7,63.9,52.2,33.2,77.1,29,60,6.9,FAIL
S4415,Male,21,Business,CS201,65.6,69.3,47.9,50.0,50.8,78.0,44,68,11.3,PASS
S4416,Male,22,Physics,MATH101,73.1,71.3,72.0,70.3,44.7,68.0,40,108,16.8,PASS
S4417,Male,24,Business,BUS101,66.1,62.3,68.7,68.1,44.2,92.7,39,87,14.2,PASS
S4418,Male,29,Business,BUS101,93.6,91.5,89.0,91.0,47.7,58.8,57,111,19.6,PASS
S4419,Male,25,Business,MATH101,83.0,71.7,58.9,56.6,45.9,87.9,48,58,14.0,PASS
S4420,Male,23,Engineering,CS101,90.7,85.4,84.5,65.6,45.1,98.7,46,88,17.6,PASS
S4421,Male,18,Computer Science,BUS101,80.4,81.1,82.7,68.2,55.5,97.1,43,102,15.9,PASS
S4422,Female,24,Mathematics,CS201,76.2,75.0,62.5,52.1,67.9,74.6,32,79,10.8,PASS
S4423,Female,20,Computer Science,CS101,58.2,53.5,60.2,45.2,36.8,81.4,43,52,15.8,FAIL
S4424,Female,23,Computer Science,ENG101,100.0,100.0,81.6,92.7,60.7,81.3,49,110,24.1,PASS
S4425,Male,25,Mathematics,ENG101,84.0,79.1,75.4,87.1,24.8,78.3,43,63,21.0,PASS
S4426,Male,24,Computer Science,CS101,95.1,100.0,85.8,57.8,56.3,100.0,60,104,14.0,PASS
S4427,Male,27,Engineering,CS201,59.2,59.9,33.1,48.3,42.3,78.5,44,83,16.4,PASS
S4428,Male,23,Computer Science,ENG101,32.5,31.1,37.0,48.2,0.0,72.4,31,62,8.4,FAIL
